patch_id,source_scene,split
nw-0376-02-000033,S1B_IW_GRDH_1SDV_20190222T154900_20190222T154925_015061_01C24C_2830.SAFE,train
nw-0377-02-000034,S1B_IW_GRDH_1SDV_20190222T154900_20190222T154925_015061_01C24C_2830.SAFE,train
nw-0378-02-000035,S1B_IW_GRDH_1SDV_20190222T154810_20190222T154835_015061_01C24C_9BBE.SAFE,train
nw-0382-02-000039,S1B_IW_GRDH_1SDV_20190302T034259_20190302T034324_015170_01C5ED_B305.SAFE,train
nw-0383-02-000040,S1A_IW_GRDH_1SDV_20190306T035951_20190306T040016_026212_02ED51_0951.SAFE,train
nw-0384-02-000041,S1A_IW_GRDH_1SDV_20190306T035951_20190306T040016_026212_02ED51_0951.SAFE,train
nw-0385-02-000042,S1A_IW_GRDH_1SDV_20190312T154950_20190312T155015_026307_02F0D5_0885.SAFE,train
nw-0387-02-000044,S1A_IW_GRDH_1SDV_20190313T035141_20190313T035206_026314_02F112_DA9D.SAFE,train
nw-0388-02-000045,S1B_IW_GRDH_1SDV_20190318T154810_20190318T154835_015411_01CDBD_41F5.SAFE,train
nw-0389-02-000046,S1B_IW_GRDH_1SDV_20190319T035104_20190319T035129_015418_01CDFB_86C8.SAFE;S1B_IW_GRDH_1SDV_20190319T035039_20190319T035104_015418_01CDFB_172B.SAFE,train
nw-0390-02-000047,S1A_IW_GRDH_1SDV_20190324T154901_20190324T154926_026482_02F74C_6168.SAFE,train
nw-0391-02-000048,S1A_IW_GRDH_1SDV_20190324T154951_20190324T155016_026482_02F74C_6262.SAFE,train
nw-0392-02-000049,S1A_IW_GRDH_1SDV_20190331T154122_20190331T154147_026584_02FB04_E6E8.SAFE,train
nw-0394-02-000051,S1B_IW_GRDH_1SDV_20190412T035040_20190412T035105_015768_01D985_9F88.SAFE,train
nw-0395-02-000052,S1B_IW_GRDH_1SDV_20190412T035040_20190412T035105_015768_01D985_9F88.SAFE,train
nw-0396-02-000053,S1B_IW_GRDH_1SDV_20190412T035040_20190412T035105_015768_01D985_9F88.SAFE,train
nw-0399-02-000056,S1A_IW_GRDH_1SDV_20190413T034322_20190413T034347_026766_0301B4_A868.SAFE,train
nw-0400-02-000057,S1B_IW_GRDH_1SDV_20190419T034234_20190419T034259_015870_01DCF1_643E.SAFE,train
nw-0401-02-000058,S1A_IW_GRDH_1SDV_20190424T154123_20190424T154148_026934_0307C2_8DFF.SAFE,train
nw-0402-02-000059,S1A_IW_GRDH_1SDV_20190424T154033_20190424T154058_026934_0307C2_2896.SAFE,train
nw-0406-02-000063,S1A_IW_GRDH_1SDV_20190430T035143_20190430T035208_027014_030AB6_4943.SAFE,train
nw-0407-02-000064,S1A_IW_GRDH_1SDV_20190430T035143_20190430T035208_027014_030AB6_4943.SAFE,train
nw-0408-02-000065,S1B_IW_GRDH_1SDV_20190430T154008_20190430T154033_016038_01E28F_DDE9.SAFE,train
nw-0410-02-000067,S1A_IW_GRDH_1SDV_20190504T155729_20190504T155754_027080_030D1A_9163.SAFE,train
nw-0411-02-000068,S1A_IW_GRDH_1SDV_20190511T154952_20190511T155017_027182_031070_90C8.SAFE,train
nw-0412-02-000069,S1A_IW_GRDH_1SDV_20190512T035118_20190512T035143_027189_0310AB_EEF7.SAFE,train
nw-0413-02-000070,S1B_IW_GRDH_1SDV_20190513T034219_20190513T034244_016220_01E86A_DAE3.SAFE,train
nw-0414-02-000071,S1B_IW_GRDH_1SDV_20190515T160521_20190515T160546_016257_01E988_5FD0.SAFE,train
nw-0416-02-000073,S1A_IW_GRDH_1SDV_20190518T154059_20190518T154124_027284_03139E_2F70.SAFE,train
nw-0418-02-000075,S1A_IW_GRDH_1SDV_20190523T154903_20190523T154928_027357_0315EA_95BE.SAFE,train
nw-0419-02-000076,S1A_IW_GRDH_1SDV_20190523T154928_20190523T154953_027357_0315EA_D01B.SAFE;S1A_IW_GRDH_1SDV_20190523T154903_20190523T154928_027357_0315EA_95BE.SAFE,train
nw-0420-02-000077,S1A_IW_GRDH_1SDV_20190523T154928_20190523T154953_027357_0315EA_D01B.SAFE,train
nw-0422-02-000079,S1A_IW_GRDH_1SDV_20190524T035144_20190524T035209_027364_031625_287A.SAFE,train
nw-0423-02-000080,S1B_IW_GRDH_1SDV_20190524T154009_20190524T154034_016388_01ED9E_4277.SAFE,train
nw-0424-02-000081,S1B_IW_GRDH_1SDV_20190524T154009_20190524T154034_016388_01ED9E_4277.SAFE,train
nw-0425-02-000082,S1A_IW_GRDH_1SDV_20190529T035954_20190529T040019_027437_031860_E8F6.SAFE,train
nw-0426-02-000083,S1A_IW_GRDH_1SDV_20190529T040019_20190529T040044_027437_031860_421A.SAFE,train
nw-0427-02-000084,S1A_IW_GRDH_1SDV_20190529T040019_20190529T040044_027437_031860_421A.SAFE,train
nw-0428-02-000085,S1A_IW_GRDH_1SDV_20190531T034325_20190531T034350_027466_031954_4726.SAFE,train
nw-0429-02-000086,S1A_IW_GRDH_1SDV_20190531T034325_20190531T034350_027466_031954_4726.SAFE,train
nw-0430-02-000087,S1A_IW_GRDH_1SDV_20190531T034300_20190531T034325_027466_031954_5014.SAFE,train
nw-0431-02-000088,S1A_IW_GRDH_1SDV_20190604T154928_20190604T154953_027532_031B5A_1FA3.SAFE,train
nw-0432-02-000089,S1B_IW_GRDH_1SDV_20190606T034221_20190606T034246_016570_01F315_3379.SAFE,train
nw-0433-02-000090,S1A_IW_GRDH_1SDV_20190609T155730_20190609T155755_027605_031D91_51DD.SAFE,train
nw-0434-02-000091,S1B_IW_GRDH_1SDV_20190611T035108_20190611T035133_016643_01F530_8AD0.SAFE,train
nw-0435-02-000092,S1B_IW_GRDH_1SDV_20190611T035108_20190611T035133_016643_01F530_8AD0.SAFE,train
nw-0437-02-000094,S1B_IW_GRDH_1SDV_20190618T034336_20190618T034401_016745_01F848_6273.SAFE;S1B_IW_GRDH_1SDV_20190618T034311_20190618T034336_016745_01F848_5E80.SAFE,train
nw-0439-02-000096,S1A_IW_GRDH_1SDV_20190622T035955_20190622T040020_027787_0322FB_5391.SAFE,train
nw-0440-02-000097,S1B_IW_GRDH_1SDV_20190623T035134_20190623T035159_016818_01FA62_D8E1.SAFE,train
nw-0441-02-000098,S1B_IW_GRDH_1SDV_20190623T035134_20190623T035159_016818_01FA62_D8E1.SAFE,train
nw-0442-02-000099,S1A_IW_GRDH_1SDV_20190624T034301_20190624T034326_027816_0323DB_4474.SAFE,train
nw-0444-02-000101,S1B_IW_GRDH_1SDV_20190710T035855_20190710T035920_017066_0201C0_74E8.SAFE,train
nw-0447-02-000104,S1B_IW_GRDH_1SDV_20190717T035045_20190717T035110_017168_0204B7_F192.SAFE,train
nw-0448-02-000105,S1B_IW_GRDH_1SDV_20190722T035856_20190722T035921_017241_0206D7_728A.SAFE,train
nw-0450-02-000107,S1A_IW_GRDH_1SDV_20190723T035147_20190723T035212_028239_0330A7_B840.SAFE;S1A_IW_GRDH_1SDV_20190723T035122_20190723T035147_028239_0330A7_4635.SAFE,train
nw-0451-02-000108,S1B_IW_GRDH_1SDV_20190810T035047_20190810T035112_017518_020F20_4C8A.SAFE,train
nw-0452-02-000109,S1B_IW_GRDH_1SDV_20190810T035047_20190810T035112_017518_020F20_4C8A.SAFE,train
nw-0453-02-000110,S1A_IW_GRDH_1SDV_20190811T034304_20190811T034329_028516_03394F_1357.SAFE,train
nw-0454-02-000111,S1B_IW_GRDH_1SDV_20190815T035947_20190815T040012_017591_021171_8782.SAFE,train
nw-0455-02-000112,S1A_IW_GRDH_1SDV_20190821T035934_20190821T035959_028662_033E63_CBB0.SAFE,train
nw-0457-02-000114,S1A_IW_GRDH_1SDV_20190828T035124_20190828T035149_028764_0341F0_DBEB.SAFE,train
nw-0458-02-000115,S1A_IW_GRDH_1SDV_20190828T035149_20190828T035214_028764_0341F0_3C12.SAFE,train
nw-0461-02-000118,S1A_IW_GRDH_1SDV_20190904T034355_20190904T034420_028866_034579_B50C.SAFE,train
nw-0462-02-000119,S1A_IW_GRDH_1SDV_20190909T035150_20190909T035215_028939_034806_D86D.SAFE;S1A_IW_GRDH_1SDV_20190909T035125_20190909T035150_028939_034806_F874.SAFE,train
nw-0463-02-000120,S1B_IW_GRDH_1SDV_20190914T154754_20190914T154819_018036_021F43_FD90.SAFE,train
nw-0464-02-000121,S1B_IW_GRDH_1SDV_20190920T035859_20190920T035924_018116_0221CA_C24B.SAFE,train
nw-0465-02-000122,S1A_IW_GRDH_1SDV_20190926T040001_20190926T040026_029187_035080_FDB2.SAFE,train
nw-0466-02-000123,S1B_IW_GRDH_1SDV_20190927T035114_20190927T035139_018218_0224DC_067F.SAFE,train
nw-0467-02-000124,S1B_IW_GRDH_1SDV_20191002T040014_20191002T040038_018291_022738_7985.SAFE,train
nw-0468-02-000125,S1A_IW_GRDH_1SDV_20191008T035936_20191008T040001_029362_03568A_4BC2.SAFE,train
nw-0470-02-000127,S1A_IW_GRDH_1SDV_20191009T154131_20191009T154156_029384_035749_9F6C.SAFE,train
nw-0471-02-000128,S1A_IW_GRDH_1SDV_20191014T155000_20191014T155025_029457_0359DE_FB77.SAFE,train
nw-0472-02-000129,S1A_IW_GRDH_1SDV_20191014T154910_20191014T154935_029457_0359DE_77C2.SAFE,train
nw-0473-02-000130,S1A_IW_GRDH_1SDV_20191015T035126_20191015T035151_029464_035A19_9F94.SAFE,train
nw-0474-02-000131,S1A_IW_GRDH_1SDV_20191015T035216_20191015T035241_029464_035A19_207B.SAFE,train
nw-0475-02-000132,S1B_IW_GRDH_1SDV_20191027T154041_20191027T154106_018663_0232BF_0AC1.SAFE,train
nw-0476-02-000133,S1B_IW_GRDH_1SDV_20191028T034252_20191028T034317_018670_0232F7_237B.SAFE,train
nw-0477-02-000134,S1B_IW_GRDH_1SDV_20191101T154909_20191101T154934_018736_023509_D85B.SAFE,train
nw-0478-02-000135,S1A_IW_GRDH_1SDV_20191108T035126_20191108T035151_029814_03664C_FCC5.SAFE,train
nw-0479-02-000136,S1B_IW_GRDH_1SDV_20191108T154016_20191108T154041_018838_023867_C951.SAFE,train
nw-0480-02-000137,S1B_IW_GRDH_1SDV_20191109T034252_20191109T034317_018845_0238A3_587D.SAFE,train
nw-0481-02-000138,S1B_IW_GRDH_1SDV_20191109T034227_20191109T034252_018845_0238A3_55F3.SAFE,train
nw-0482-02-000139,S1B_IW_GRDH_1SDV_20191109T034227_20191109T034252_018845_0238A3_55F3.SAFE,train
nw-0483-02-000140,S1B_IW_GRDH_1SDV_20191113T154820_20191113T154845_018911_023AAD_38BC.SAFE,train
nw-0484-02-000141,S1A_IW_GRDH_1SDV_20191201T154909_20191201T154934_030157_03722E_6A79.SAFE,train
nw-0485-02-000142,S1B_IW_GRDH_1SDV_20191203T034251_20191203T034316_019195_0243D6_EC71.SAFE,train
nw-0486-02-000143,S1B_IW_GRDH_1SDV_20191203T034251_20191203T034316_019195_0243D6_EC71.SAFE,train
nw-0487-02-000144,S1B_IW_GRDH_1SDV_20191203T034226_20191203T034251_019195_0243D6_C23B.SAFE,train
nw-0488-02-000145,S1A_IW_GRDH_1SDV_20191208T154131_20191208T154156_030259_0375A0_A790.SAFE,train
nw-0494-02-000151,S1B_IW_GRDH_1SDV_20191213T035858_20191213T035923_019341_024871_4AD6.SAFE,train
nw-0496-02-000153,S1B_IW_GRDH_1SDV_20191219T154908_20191219T154933_019436_024B6B_E2BB.SAFE,train
nw-0499-02-000156,S1A_IW_GRDH_1SDV_20191225T154958_20191225T155023_030507_037E47_A28A.SAFE,train
nw-0500-02-000157,S1A_IW_GRDH_1SDV_20191225T154933_20191225T154958_030507_037E47_2787.SAFE;S1A_IW_GRDH_1SDV_20191225T154908_20191225T154933_030507_037E47_44CB.SAFE,train
nw-0501-02-000158,S1B_IW_GRDH_1SDV_20191227T034250_20191227T034315_019545_024EF5_7B19.SAFE,train
nw-0502-02-000159,S1B_IW_GRDH_1SDV_20191229T160527_20191229T160552_019582_02501D_988D.SAFE,train
nw-0503-02-000160,S1B_IW_GRDH_1SDV_20191231T154818_20191231T154843_019611_025103_9D8D.SAFE,train
nw-0504-03-000001,S1B_IW_GRDH_1SDV_20190101T034300_20190101T034325_014295_01A97E_39B8.SAFE,train
nw-0505-03-000002,S1A_IW_GRDH_1SDV_20190105T035928_20190105T035953_025337_02CDDA_E728.SAFE,train
nw-0506-03-000003,S1A_IW_GRDH_1SDV_20190105T035928_20190105T035953_025337_02CDDA_E728.SAFE,train
nw-0508-03-000005,S1B_IW_GRDH_1SDV_20190118T035040_20190118T035105_014543_01B170_CD8E.SAFE,train
nw-0509-03-000006,S1B_IW_GRDH_1SDV_20190127T160520_20190127T160545_014682_01B5E9_2D4B.SAFE,train
nw-0510-03-000007,S1A_IW_GRDH_1SDV_20190130T154122_20190130T154147_025709_02DB59_6E7F.SAFE,train
nw-0511-03-000008,S1A_IW_GRDH_1SDV_20190131T034257_20190131T034322_025716_02DBA1_AA0C.SAFE,train
nw-0512-03-000009,S1B_IW_GRDH_1SDV_20190206T034234_20190206T034259_014820_01BA76_DF73.SAFE,train
nw-0513-03-000010,S1B_IW_GRDH_1SDV_20190216T035940_20190216T040005_014966_01BF36_8C52.SAFE,train
nw-0514-03-000011,S1B_IW_GRDH_1SDV_20190216T040005_20190216T040029_014966_01BF36_0C59.SAFE,train
nw-0515-03-000012,S1B_IW_GRDH_1SDV_20190216T035850_20190216T035915_014966_01BF36_326E.SAFE,train
nw-0516-03-000013,S1B_IW_GRDH_1SDV_20190216T035850_20190216T035915_014966_01BF36_326E.SAFE,train
nw-0517-03-000014,S1A_IW_GRDH_1SDV_20190216T154835_20190216T154900_025957_02E43B_132D.SAFE,train
nw-0518-03-000015,S1A_IW_GRDH_1SDV_20190216T154950_20190216T155015_025957_02E43B_182C.SAFE,train
nw-0519-03-000016,S1A_IW_GRDH_1SDV_20190217T035141_20190217T035206_025964_02E473_41AA.SAFE,train
nw-0520-03-000017,S1A_IW_GRDH_1SDV_20190217T035141_20190217T035206_025964_02E473_41AA.SAFE,train
nw-0522-03-000019,S1B_IW_GRDH_1SDV_20190217T154032_20190217T154057_014988_01BFFD_6BFC.SAFE,train
nw-0524-03-000021,S1B_IW_GRDH_1SDV_20190220T160519_20190220T160544_015032_01C169_37F7.SAFE,train
nw-0525-03-000022,S1A_IW_GRDH_1SDV_20190221T155727_20190221T155752_026030_02E6CF_E2B0.SAFE,train
nw-0526-03-000023,S1A_IW_GRDH_1SDV_20190222T035926_20190222T035951_026037_02E70F_1C4A.SAFE,train
nw-0528-03-000025,S1A_IW_GRDH_1SDV_20190222T035926_20190222T035951_026037_02E70F_1C4A.SAFE,train
nw-0529-03-000026,S1B_IW_GRDH_1SDV_20190222T154900_20190222T154925_015061_01C24C_2830.SAFE,train
nw-0530-03-000027,S1B_IW_GRDH_1SDV_20190222T154900_20190222T154925_015061_01C24C_2830.SAFE,train
nw-0531-03-000028,S1B_IW_GRDH_1SDV_20190223T035105_20190223T035130_015068_01C287_AE93.SAFE,train
nw-0532-03-000029,S1B_IW_GRDH_1SDV_20190223T035130_20190223T035155_015068_01C287_0DC8.SAFE,train
nw-0534-03-000031,S1B_IW_GRDH_1SDV_20190223T035105_20190223T035130_015068_01C287_AE93.SAFE,train
nw-0537-03-000034,S1A_IW_GRDH_1SDV_20190224T034347_20190224T034412_026066_02E816_11C9.SAFE,train
nw-0538-03-000035,S1B_IW_GRDH_1SDV_20190302T034234_20190302T034259_015170_01C5ED_04F5.SAFE,train
nw-0539-03-000036,S1B_IW_GRDH_1SDV_20190302T034259_20190302T034324_015170_01C5ED_B305.SAFE,train
nw-0543-03-000040,S1A_IW_GRDH_1SDV_20190310T160603_20190310T160628_026278_02EFD1_3D52.SAFE,train
nw-0548-03-000045,S1B_IW_GRDH_1SDV_20190321T033433_20190321T033458_015447_01CEE6_D58A.SAFE,train
nw-0549-03-000046,S1B_IW_GRDH_1SDV_20190330T154810_20190330T154835_015586_01D376_907A.SAFE,train
nw-0550-03-000047,S1A_IW_GRDH_1SDV_20190331T154122_20190331T154147_026584_02FB04_E6E8.SAFE,train
nw-0551-03-000048,S1B_IW_GRDH_1SDV_20190405T035850_20190405T035915_015666_01D628_CFEF.SAFE,train
nw-0552-03-000049,S1A_IW_GRDH_1SDV_20190405T154901_20190405T154926_026657_02FDC3_00D2.SAFE,train
nw-0553-03-000050,S1B_IW_GRDH_1SDV_20190412T035040_20190412T035105_015768_01D985_9F88.SAFE,train
nw-0554-03-000051,S1B_IW_GRDH_1SDV_20190412T035040_20190412T035105_015768_01D985_9F88.SAFE,train
nw-0555-03-000052,S1A_IW_GRDH_1SDV_20190413T034322_20190413T034347_026766_0301B4_A868.SAFE,train
nw-0556-03-000053,S1A_IW_GRDH_1SDV_20190413T034347_20190413T034412_026766_0301B4_092E.SAFE,train
nw-0559-03-000056,S1A_IW_GRDH_1SDV_20190424T154033_20190424T154058_026934_0307C2_2896.SAFE,train
nw-0560-03-000057,S1A_IW_GRDH_1SDV_20190424T154123_20190424T154148_026934_0307C2_8DFF.SAFE,train
nw-0566-03-000063,S1A_IW_GRDH_1SDV_20190430T035208_20190430T035233_027014_030AB6_6298.SAFE,train
nw-0568-03-000065,S1B_IW_GRDH_1SDV_20190430T154008_20190430T154033_016038_01E28F_DDE9.SAFE,train
nw-0569-03-000066,S1B_IW_GRDH_1SDV_20190430T154008_20190430T154033_016038_01E28F_DDE9.SAFE,train
nw-0573-03-000070,S1A_IW_GRDH_1SDV_20190519T034259_20190519T034324_027291_0313E1_D2CA.SAFE,train
nw-0574-03-000071,S1B_IW_GRDH_1SDV_20190522T155712_20190522T155737_016359_01ECA7_BEBC.SAFE,train
nw-0575-03-000072,S1A_IW_GRDH_1SDV_20190524T035144_20190524T035209_027364_031625_287A.SAFE,train
nw-0578-03-000075,S1A_IW_GRDH_1SDV_20190529T040044_20190529T040109_027437_031860_7B6B.SAFE;S1A_IW_GRDH_1SDV_20190529T040019_20190529T040044_027437_031860_421A.SAFE,train
nw-0579-03-000076,S1A_IW_GRDH_1SDV_20190529T040019_20190529T040044_027437_031860_421A.SAFE,train
nw-0583-03-000080,S1A_IW_GRDH_1SDV_20190531T034300_20190531T034325_027466_031954_5014.SAFE,train
nw-0584-03-000081,S1A_IW_GRDH_1SDV_20190609T155730_20190609T155755_027605_031D91_51DD.SAFE,train
nw-0585-03-000082,S1B_IW_GRDH_1SDV_20190610T154903_20190610T154928_016636_01F4FD_9997.SAFE,train
nw-0586-03-000083,S1B_IW_GRDH_1SDV_20190610T154838_20190610T154903_016636_01F4FD_6C1D.SAFE,train
nw-0587-03-000084,S1B_IW_GRDH_1SDV_20190611T035108_20190611T035133_016643_01F530_8AD0.SAFE,train
nw-0588-03-000085,S1B_IW_GRDH_1SDV_20190616T035918_20190616T035943_016716_01F766_2E45.SAFE,train
nw-0589-03-000086,S1B_IW_GRDH_1SDV_20190623T035044_20190623T035109_016818_01FA62_8090.SAFE,train
nw-0592-03-000089,S1A_IW_GRDH_1SDV_20190624T034301_20190624T034326_027816_0323DB_4474.SAFE,train
nw-0593-03-000090,S1B_IW_GRDH_1SDV_20190625T033412_20190625T033437_016847_01FB31_D537.SAFE,train
nw-0595-03-000092,S1B_IW_GRDH_1SDV_20190709T155715_20190709T155740_017059_020187_FF25.SAFE,train
nw-0596-03-000093,S1B_IW_GRDH_1SDV_20190709T155715_20190709T155740_017059_020187_FF25.SAFE,train
nw-0597-03-000094,S1A_IW_GRDH_1SDV_20190716T035932_20190716T035957_028137_032D90_6BA9.SAFE,train
nw-0599-03-000096,S1A_IW_GRDH_1SDV_20190725T033500_20190725T033525_028268_03317E_1B90.SAFE,train
nw-0602-03-000099,S1A_IW_GRDH_1SDV_20190730T034418_20190730T034443_028341_0333D2_9F38.SAFE,train
nw-0603-03-000100,S1B_IW_GRDH_1SDV_20190803T035856_20190803T035921_017416_020C16_EF88.SAFE,train
nw-0604-03-000101,S1B_IW_GRDH_1SDV_20190803T035856_20190803T035921_017416_020C16_EF88.SAFE,train
nw-0605-03-000102,S1B_IW_GRDH_1SDV_20190805T034224_20190805T034249_017445_020CF7_1135.SAFE,train
nw-0606-03-000103,S1B_IW_GRDH_1SDV_20190817T034315_20190817T034340_017620_021260_CC88.SAFE,train
nw-0607-03-000104,S1A_IW_GRDH_1SDV_20190821T040024_20190821T040049_028662_033E63_3BDB.SAFE,train
nw-0611-03-000108,S1A_IW_GRDH_1SDV_20190902T040050_20190902T040115_028837_03447B_D2F2.SAFE,train
nw-0612-03-000109,S1A_IW_GRDH_1SDV_20190904T034355_20190904T034420_028866_034579_B50C.SAFE,train
nw-0613-03-000110,S1A_IW_GRDH_1SDV_20190913T155801_20190913T155826_029005_034A50_C207.SAFE,train
nw-0614-03-000111,S1B_IW_GRDH_1SDV_20190915T035049_20190915T035114_018043_021F77_F12E.SAFE,train
nw-0615-03-000112,S1A_IW_GRDH_1SDV_20190921T035125_20190921T035150_029114_034E08_0160.SAFE,train
nw-0616-03-000113,S1A_IW_GRDH_1SDV_20190926T035936_20190926T040001_029187_035080_891A.SAFE,train
nw-0617-03-000114,S1B_IW_GRDH_1SDV_20190927T035139_20190927T035204_018218_0224DC_E6A4.SAFE,train
nw-0619-03-000116,S1A_IW_GRDH_1SDV_20190930T160548_20190930T160613_029253_0352E1_E2DE.SAFE,train
nw-0620-03-000117,S1A_IW_GRDH_1SDV_20190930T160523_20190930T160548_029253_0352E1_73A7.SAFE,train
nw-0621-03-000118,S1A_IW_GRDH_1SDV_20190930T160613_20190930T160638_029253_0352E1_768B.SAFE,train
nw-0623-03-000120,S1A_IW_GRDH_1SDV_20191005T033503_20191005T033528_029318_035507_57C3.SAFE,train
nw-0624-03-000121,S1B_IW_GRDH_1SDV_20191014T035859_20191014T035924_018466_022CAA_0B81.SAFE,train
nw-0625-03-000122,S1A_IW_GRDH_1SDV_20191014T154845_20191014T154910_029457_0359DE_D1AE.SAFE,train
nw-0627-03-000124,S1A_IW_GRDH_1SDV_20191015T035216_20191015T035241_029464_035A19_207B.SAFE,train
nw-0628-03-000125,S1A_IW_GRDH_1SDV_20191015T035216_20191015T035241_029464_035A19_207B.SAFE,train
nw-0629-03-000126,S1B_IW_GRDH_1SDV_20191016T034227_20191016T034252_018495_022D96_DFD2.SAFE,train
nw-0630-03-000127,S1A_IW_GRDH_1SDV_20191017T033503_20191017T033528_029493_035B12_9595.SAFE,train
nw-0631-03-000128,S1A_IW_GRDH_1SDV_20191019T155737_20191019T155802_029530_035C5B_E72A.SAFE;S1A_IW_GRDH_1SDV_20191019T155712_20191019T155737_029530_035C5B_D123.SAFE,train
nw-0633-03-000130,S1B_IW_GRDH_1SDV_20191021T035114_20191021T035139_018568_022FC0_0980.SAFE,train
nw-0634-03-000131,S1A_IW_GRDH_1SDV_20191021T154131_20191021T154156_029559_035D56_1CD1.SAFE,train
nw-0635-03-000132,S1A_IW_GRDH_1SDV_20191027T035126_20191027T035151_029639_036018_5E0C.SAFE,train
nw-0636-03-000133,S1B_IW_GRDH_1SDV_20191027T154041_20191027T154106_018663_0232BF_0AC1.SAFE,train
nw-0637-03-000134,S1B_IW_GRDH_1SDV_20191107T035859_20191107T035924_018816_0237A1_83D2.SAFE,train
nw-0638-03-000135,S1B_IW_GRDH_1SDV_20191109T034252_20191109T034317_018845_0238A3_587D.SAFE,train
nw-0639-03-000136,S1A_IW_GRDH_1SDV_20191114T154132_20191114T154157_029909_03698D_5D14.SAFE,train
nw-0640-03-000137,S1A_IW_GRDH_1SDV_20191114T154132_20191114T154157_029909_03698D_5D14.SAFE,train
nw-0642-03-000139,S1A_IW_GRDH_1SDV_20191120T035151_20191120T035216_029989_036C5B_72B9.SAFE;S1A_IW_GRDH_1SDV_20191120T035126_20191120T035151_029989_036C5B_1AC3.SAFE,train
nw-0643-03-000140,S1A_IW_GRDH_1SDV_20191201T154959_20191201T155024_030157_03722E_5285.SAFE,train
nw-0644-03-000141,S1A_IW_GRDH_1SDV_20191204T033527_20191204T033552_030193_037365_FE53.SAFE,train
nw-0645-03-000142,S1A_IW_GRDH_1SDV_20191208T154131_20191208T154156_030259_0375A0_A790.SAFE,train
nw-0646-03-000143,S1B_IW_GRDH_1SDV_20191213T035858_20191213T035923_019341_024871_4AD6.SAFE,train
nw-0647-03-000144,S1B_IW_GRDH_1SDV_20191213T035858_20191213T035923_019341_024871_4AD6.SAFE,train
nw-0648-03-000145,S1A_IW_GRDH_1SDV_20191213T154959_20191213T155024_030332_03783C_0DB6.SAFE,train
nw-0649-03-000146,S1A_IW_GRDH_1SDV_20191213T154959_20191213T155024_030332_03783C_0DB6.SAFE,train
nw-0652-03-000149,S1A_IW_GRDH_1SDV_20191214T035150_20191214T035215_030339_037875_1D0E.SAFE,train
nw-0653-03-000150,S1A_IW_GRDH_1SDV_20191214T035150_20191214T035215_030339_037875_1D0E.SAFE,train
nw-0655-03-000152,S1B_IW_GRDH_1SDV_20191219T154908_20191219T154933_019436_024B6B_E2BB.SAFE,train
nw-0657-03-000154,S1B_IW_GRDH_1SDV_20191225T035858_20191225T035923_019516_024E03_DEFF.SAFE,train
nw-0658-03-000155,S1B_IW_GRDH_1SDV_20191225T035858_20191225T035923_019516_024E03_DEFF.SAFE,train
nw-0659-03-000156,S1B_IW_GRDH_1SDV_20191225T035948_20191225T040013_019516_024E03_FD65.SAFE,train
nw-0660-03-000157,S1A_IW_GRDH_1SDV_20191225T154933_20191225T154958_030507_037E47_2787.SAFE,train
nw-0662-03-000159,S1A_IW_GRDH_1SDV_20191226T035124_20191226T035149_030514_037E7E_0626.SAFE,train
nw-0664-03-000161,S1B_IW_GRDH_1SDV_20191226T154040_20191226T154105_019538_024EBC_8CA8.SAFE,train
nw-0665-03-000162,S1B_IW_GRDH_1SDV_20191231T154818_20191231T154843_019611_025103_9D8D.SAFE,train
nw-0667-04-000002,S1B_IW_GRDH_1SDV_20190122T155641_20190122T155710_014609_01B38C_DBD6.SAFE,train
nw-0670-04-000005,S1A_IW_GRDH_1SDV_20190222T040041_20190222T040106_026037_02E70F_5AD5.SAFE;S1A_IW_GRDH_1SDV_20190222T040016_20190222T040041_026037_02E70F_FF4E.SAFE,train
nw-0671-04-000006,S1A_IW_GRDH_1SDV_20190222T035926_20190222T035951_026037_02E70F_1C4A.SAFE,train
nw-0672-04-000007,S1B_IW_GRDH_1SDV_20190222T154810_20190222T154835_015061_01C24C_9BBE.SAFE,train
nw-0673-04-000008,S1A_IW_GRDH_1SDV_20190224T034347_20190224T034412_026066_02E816_11C9.SAFE,train
nw-0674-04-000009,S1A_IW_GRDH_1SDV_20190306T040016_20190306T040041_026212_02ED51_9536.SAFE,train
nw-0675-04-000010,S1A_IW_GRDH_1SDV_20190306T035951_20190306T040016_026212_02ED51_0951.SAFE,train
nw-0676-04-000011,S1A_IW_GRDH_1SDV_20190312T154900_20190312T154925_026307_02F0D5_5A39.SAFE,train
nw-0677-04-000012,S1A_IW_GRDH_1SDV_20190312T154900_20190312T154925_026307_02F0D5_5A39.SAFE,train
nw-0678-04-000013,S1B_IW_GRDH_1SDV_20190318T154810_20190318T154835_015411_01CDBD_41F5.SAFE,train
nw-0679-04-000014,S1B_IW_GRDH_1SDV_20190318T154810_20190318T154835_015411_01CDBD_41F5.SAFE,train
nw-0683-04-000018,S1A_IW_GRDH_1SDV_20190406T035142_20190406T035207_026664_02FE02_BB0A.SAFE,train
nw-0684-04-000019,S1A_IW_GRDH_1SDV_20190406T035117_20190406T035142_026664_02FE02_C5A5.SAFE,train
nw-0685-04-000020,S1A_IW_GRDH_1SDV_20190406T035142_20190406T035207_026664_02FE02_BB0A.SAFE;S1A_IW_GRDH_1SDV_20190406T035117_20190406T035142_026664_02FE02_C5A5.SAFE,train
